副本产品博文2
文件来源,标题,作者,UID,MID,内容,链接,发博时间,用户类型,博文类型,互动,粉丝数,是否敏感,场景,
成衣_香奈儿Chanel_高级手工坊系列,"香奈儿2022/23高级手工坊系列发布会去年12月于塞内加尔达喀尔首次举行，此次在东京再度呈现。在极简风格的发布会现场，阔腿伞状裤、束腰上衣、直筒针织连衣裙、高腰裤装、超大针织衫与厚底鞋等作品互相映衬。
本系列围绕着创意碰撞展开，秉承着这种精神，发布会开场前，东京舞者们演绎了Dimitri Chamblas创作的集体舞蹈节目《慢速表演》。随后，Nix与Ichika Nito等嘉宾分别献上音乐表演。
更多精彩，敬请前往  #香奈儿高级手工坊##香奈儿在东京#",香奈儿CHANEL,1892475055,4908259281214382,"香奈儿2022/23高级手工坊系列发布会去年12月于塞内加尔达喀尔首次举行，此次在东京再度呈现。在极简风格的发布会现场，阔腿伞状裤、束腰上衣、直筒针织连衣裙、高腰裤装、超大针织衫与厚底鞋等作品互相映衬。
本系列围绕着创意碰撞展开，秉承着这种精神，发布会开场前，东京舞者们演绎了Dimitri Chamblas创作的集体舞蹈节目《慢速表演》。随后，Nix与Ichika Nito等嘉宾分别献上音乐表演。
更多精彩，敬请前往  #香奈儿高级手工坊##香奈儿在东京#",http://weibo.com/1892475055/N3sRq55UO,2023-06-02 19:01:06,蓝V,原创,38529,3816341,正面,理念传递,
成衣_香奈儿Chanel_高级手工坊系列,#鹅小姐在现场#  香奈儿2022/23 高级手工坊系列在东京，这场始于达喀尔的长期性的创意对话，如今在东京继续开展，融合舞蹈、音乐、文化艺术的风格碰撞，带来全新体验。看看鹅小姐在秀后又碰到了谁～?? 一起来看@UNIQ-王一博  秀后独家专访！#王一博[超话]#,腾讯时尚,6011462323,4909244930066851,#鹅小姐在现场#  香奈儿2022/23 高级手工坊系列在东京，这场始于达喀尔的长期性的创意对话，如今在东京继续开展，融合舞蹈、音乐、文化艺术的风格碰撞，带来全新体验。看看鹅小姐在秀后又碰到了谁～?? 一起来看@UNIQ-王一博  秀后独家专访！#王一博[超话]#,http://weibo.com/6011462323/N3Svb0hof,2023-06-05 12:17:42,蓝V,原创,29974,1451119,正面,理念体验,
成衣_香奈儿Chanel_高级手工坊系列,"香奈儿品牌形象大使Kristen Stewart，朴叙俊，@UNIQ-王一博，JENNIE与小松菜奈分享他们对于2022/23高级手工坊系列的印象。
本系列由维吉妮·维娅创作，发布会在去年12月于达喀尔首次举行，如今于东京再度呈现。
影片由Caroline de Maigret执导。
更多精彩，敬请前往  #香奈儿高级手工坊##香奈儿在东京#",香奈儿CHANEL,1892475055,4908685782157868,"香奈儿品牌形象大使Kristen Stewart，朴叙俊，@UNIQ-王一博，JENNIE与小松菜奈分享他们对于2022/23高级手工坊系列的印象。
本系列由维吉妮·维娅创作，发布会在去年12月于达喀尔首次举行，如今于东京再度呈现。
影片由Caroline de Maigret执导。
更多精彩，敬请前往  #香奈儿高级手工坊##香奈儿在东京#",http://weibo.com/1892475055/N3DXk93mk,2023-06-03 23:15:52,蓝V,原创,28792,3816341,正面,理念体验,
成衣_香奈儿Chanel_高级手工坊系列,"#MOK_StarStyle# 王一博 东京街头OOTD

王一博受邀出席 CHANEL 即将在东京重现的2022/23 高级手工坊系列大秀，并身着该系列的刺绣格纹外套拍摄了一组街拍，果然没有什么款难得了香家王子的 [酷] 期待接下来的看秀look 

#王一博东京街头漫步随拍#",Fashion_Mok,1726898330,4907803997376775,"#MOK_StarStyle# 王一博 东京街头OOTD

王一博受邀出席 CHANEL 即将在东京重现的2022/23 高级手工坊系列大秀，并身着该系列的刺绣格纹外套拍摄了一组街拍，果然没有什么款难得了香家王子的 [酷] 期待接下来的看秀look 

#王一博东京街头漫步随拍#",http://weibo.com/1726898330/N3h15uX2f,2023-06-01 12:51:58,橙V,原创,14238,682308,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,#辛芷蕾嘉人六月刊封面#  #辛芷蕾黑白时装独角戏#  这一次，让我们与@?芷蕾 一起探索本次“香奈儿-达喀尔”高级手工坊系列，看香奈儿如何?先锋的视觉语?演绎 “黑与白”和“金色”的碰撞、 “凹”与“凸”的对?，呈现?然中的冲突美学，而?芷蕾刚柔并济的个??彩也因此展现得淋漓尽致。,嘉人,1399746707,4907432305757118,#辛芷蕾嘉人六月刊封面#  #辛芷蕾黑白时装独角戏#  这一次，让我们与@?芷蕾 一起探索本次“香奈儿-达喀尔”高级手工坊系列，看香奈儿如何?先锋的视觉语?演绎 “黑与白”和“金色”的碰撞、 “凹”与“凸”的对?，呈现?然中的冲突美学，而?芷蕾刚柔并济的个??彩也因此展现得淋漓尽致。,http://weibo.com/1399746707/N37lAo9GK,2023-05-31 12:15:00,蓝V,原创,14087,6312105,正面,官宣代言,
成衣_香奈儿Chanel_高级手工坊系列,王一博受邀出席 CHANEL 在东京重现的2022/23 高级手工坊大秀。继在LA和周迅滑旱冰、头排与权志龙同框之后。这次会和哪些品牌代言人相遇，擦出什么样的火花呢？ ??,Chrison克里森,1614137095,4907822481408560,王一博受邀出席 CHANEL 在东京重现的2022/23 高级手工坊大秀。继在LA和周迅滑旱冰、头排与权志龙同框之后。这次会和哪些品牌代言人相遇，擦出什么样的火花呢？ ??,http://weibo.com/1614137095/N3huU5UqI,2023-06-01 14:05:25,金V,原创,11882,9813474,正面,线下活动,
成衣_香奈儿Chanel_高级手工坊系列,"刘诗诗 x @TMagazineChina 七月刊封面
@刘诗诗 身穿 CHANEL 早秋高级手工坊系列出镜T中文版，尝试复古新风格。#刘诗诗T锦绣7月刊封面##刘诗诗光彩的信号# ???",挑款师,2759751670,4923163312131082,"刘诗诗 x @TMagazineChina 七月刊封面
@刘诗诗 身穿 CHANEL 早秋高级手工坊系列出镜T中文版，尝试复古新风格。#刘诗诗T锦绣7月刊封面##刘诗诗光彩的信号# ???",http://weibo.com/2759751670/N9IAb8Woi,2023-07-13 22:04:24,橙V,原创,11720,14226859,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"上海国际电影节闭幕式  ×  王一博

作为本届上海国际电影节闭幕影片《热烈》的主演 ，以电影人身份亮相内场的王一博第二套造型释出 ，演绎了又一套 CHANEL 2023 年高级手工坊系列套装 ，大荧幕的香 · 啵  ～  ?",封面小主,5455747538,4913706624093724,"上海国际电影节闭幕式  ×  王一博

作为本届上海国际电影节闭幕影片《热烈》的主演 ，以电影人身份亮相内场的王一博第二套造型释出 ，演绎了又一套 CHANEL 2023 年高级手工坊系列套装 ，大荧幕的香 · 啵  ～  ?",http://weibo.com/5455747538/N5KzshaXO,2023-06-17 19:46:54,金V,原创,11040,297053,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"王一博以休闲皮衣造型现身机场，出发前往#巴黎时装周# 看秀。继24早春洛杉矶秀、东京高级手工坊复刻秀后，今年将第三次出席CHANEL大秀，期待他的巴黎“首秀”。

#王一博新发色藏不住了# 

图源见水印",FashionModels,5097562275,4952017040049595,"王一博以休闲皮衣造型现身机场，出发前往#巴黎时装周# 看秀。继24早春洛杉矶秀、东京高级手工坊复刻秀后，今年将第三次出席CHANEL大秀，期待他的巴黎“首秀”。

#王一博新发色藏不住了# 

图源见水印",http://weibo.com/5097562275/NlPcs0cTV,2023-10-01 12:58:49,金V,原创,10609,9752391,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"明星穿搭｜王一博ootd速报快讯
        CHANEL品牌大使王一博 身着CHANEL 2023秋冬高级成衣系列山茶花刺绣大衣，搭配项链、腰带与运动鞋，佩戴J12 CYBERNETIC腕表，出席CHANEL 2022/23高级手工坊系列东京发布会。
#王一博##王一博香奈儿品牌形象大使##秀场#     ??",张大鹅Austin,3057378124,4907921903192693,"明星穿搭｜王一博ootd速报快讯
        CHANEL品牌大使王一博 身着CHANEL 2023秋冬高级成衣系列山茶花刺绣大衣，搭配项链、腰带与运动鞋，佩戴J12 CYBERNETIC腕表，出席CHANEL 2022/23高级手工坊系列东京发布会。
#王一博##王一博香奈儿品牌形象大使##秀场#     ??",http://weibo.com/3057378124/N3k5gdoz3,2023-06-01 20:40:29,橙V,原创,10475,960731,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,#假装在娱乐圈# 王一博日本香奈儿高级手工坊内场看秀现场图，帅哥的状态怎么样？ ??,假装在娱乐圈,3622981721,4907838776544516,#假装在娱乐圈# 王一博日本香奈儿高级手工坊内场看秀现场图，帅哥的状态怎么样？ ??,http://weibo.com/3622981721/N3hVbrswI,2023-06-01 15:10:10,普通,原创,10174,616982,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,随@张子枫?参观香奈儿高级手工坊，用精心雕琢美好，用时间打磨经典，以物抵心，见证精湛技艺。#张子枫[超话]# ??,张子枫工作室,6144131561,4953229031379749,随@张子枫?参观香奈儿高级手工坊，用精心雕琢美好，用时间打磨经典，以物抵心，见证精湛技艺。#张子枫[超话]# ??,http://weibo.com/6144131561/NmkJh5MW1,2023-10-04 21:14:50,蓝V,原创,9442,479787,正面,邀约观赏,
成衣_香奈儿Chanel_高级手工坊系列,"JENNIE登上了日本版《VOGUE》七月刊的封面
千禧风复古女孩形象。身着Chanel 2023高级手工坊系列的蕾丝裙装，出色面容映照出桃红的色泽，让人不禁联想到盛夏时节成熟甘美的水蜜桃。仿佛散发着果汁的香甜气息，令人陶醉。",FashionVane_,1907299322,4907850952349260,"JENNIE登上了日本版《VOGUE》七月刊的封面
千禧风复古女孩形象。身着Chanel 2023高级手工坊系列的蕾丝裙装，出色面容映照出桃红的色泽，让人不禁联想到盛夏时节成熟甘美的水蜜桃。仿佛散发着果汁的香甜气息，令人陶醉。",http://weibo.com/1907299322/N3ieP9R9i,2023-06-01 15:58:33,橙V,原创,8658,2216551,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"王一博   ×   CHANEL 2022/23 Métiers D'art Collection Show in Tokyo

今日份香·啵登场  ～ 身穿 CHANEL 2022/23 达喀尔高级手工坊系列格纹外套漫步东京街头 ，稍晚也将出席今天的香奈儿东京大秀 ，期待亮相啦 ?",HauteCouture_Style,7727992005,4907802746949675,"王一博   ×   CHANEL 2022/23 Métiers D'art Collection Show in Tokyo

今日份香·啵登场  ～ 身穿 CHANEL 2022/23 达喀尔高级手工坊系列格纹外套漫步东京街头 ，稍晚也将出席今天的香奈儿东京大秀 ，期待亮相啦 ?",http://weibo.com/7727992005/N3gZ4t9Vx,2023-06-01 12:47:00,橙V,原创,8488,444287,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"王一博｜巴黎时装周造型合集??

Look1?? 巴黎出街，All Black造型首度曝光新发色

Look2?? 巴黎时装周首套造型图发布。新发型正式公开，穿着????????????经典黑色斜纹软呢外套漫步巴黎街头，白发造型格外吸睛，看秀之旅开始??

Look3?? ????????????春夏高级成衣系列发布会看秀造型公开！身穿还未正式发布的 ????????????  2024 年春夏预告新品全球搭配白发造型，演绎法式浪漫。这也是2024春夏新品的首度曝光，全球首穿！跳过早春直接穿上春夏新品，香真的很爱！
大秀现场全新形象惊喜登场，犹如巨星降临，气场全开！

Look 4?? 参观???????????? 高级手工坊中心 le19M 大楼，黑色小香外套，白与黑的碰撞，随性优雅。

Look 5?? 探访Gabrielle Chanel位于康朋街31号的私人寓所，黑色针织衫搭配牛仔裤，简单造型，与????????????完美契合。

完美结束首次巴黎时装周，各个造型完美驾驭，还有????????????的顶级待遇。期待下一次????????????大秀与酷boy再见?",FashionWeek,2481058012,4954992164209862,"王一博｜巴黎时装周造型合集??

Look1?? 巴黎出街，All Black造型首度曝光新发色

Look2?? 巴黎时装周首套造型图发布。新发型正式公开，穿着????????????经典黑色斜纹软呢外套漫步巴黎街头，白发造型格外吸睛，看秀之旅开始??

Look3?? ????????????春夏高级成衣系列发布会看秀造型公开！身穿还未正式发布的 ????????????  2024 年春夏预告新品全球搭配白发造型，演绎法式浪漫。这也是2024春夏新品的首度曝光，全球首穿！跳过早春直接穿上春夏新品，香真的很爱！
大秀现场全新形象惊喜登场，犹如巨星降临，气场全开！

Look 4?? 参观???????????? 高级手工坊中心 le19M 大楼，黑色小香外套，白与黑的碰撞，随性优雅。

Look 5?? 探访Gabrielle Chanel位于康朋街31号的私人寓所，黑色针织衫搭配牛仔裤，简单造型，与????????????完美契合。

完美结束首次巴黎时装周，各个造型完美驾驭，还有????????????的顶级待遇。期待下一次????????????大秀与酷boy再见?",http://weibo.com/2481058012/Nn4B2hFb0,2023-10-09 18:00:54,金V,原创,7798,2377510,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,#FM星装解析# 王一博今晚在上影节闭幕式上，再度演绎了一套CHANEL 2022/23高级手工坊系列LOOK。 ??,FashionModels,5097562275,4913721304416675,#FM星装解析# 王一博今晚在上影节闭幕式上，再度演绎了一套CHANEL 2022/23高级手工坊系列LOOK。 ??,http://weibo.com/5097562275/N5KX8iwYH,2023-06-17 20:45:13,金V,原创,7662,9752391,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"#周迅[超话]#｜T Magazine七月刊封面??

T锦绣七月新刊正式封面发布，这也是周迅第四度在T Magazine的亮相，双封面待遇，美丽又随意～

身穿CHANEL 2023早秋高级手工坊系列，在云南洱海边上，坐在摩托车后座，自在兜风，感受大理的美好时光，记录自然赋予的时尚魅力??

悠闲假期，自由惬意又洒脱??摄影：Nick Yang

#周迅T锦绣7月刊封面##周迅洱海微风大片#",FashionDaily,6352765838,4921332783910207,"#周迅[超话]#｜T Magazine七月刊封面??

T锦绣七月新刊正式封面发布，这也是周迅第四度在T Magazine的亮相，双封面待遇，美丽又随意～

身穿CHANEL 2023早秋高级手工坊系列，在云南洱海边上，坐在摩托车后座，自在兜风，感受大理的美好时光，记录自然赋予的时尚魅力??

悠闲假期，自由惬意又洒脱??摄影：Nick Yang

#周迅T锦绣7月刊封面##周迅洱海微风大片#",http://weibo.com/6352765838/N8WXIgpdR,2023-07-08 20:50:32,橙V,原创,7633,687127,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,王一博身着CHANEL 2023秋冬系列山茶花刺绣大衣，混搭街头感拼接牛仔裤，亮相品牌于东京举办的高级手工坊系列大秀。 ??,FashionModels,5097562275,4907888156606726,王一博身着CHANEL 2023秋冬系列山茶花刺绣大衣，混搭街头感拼接牛仔裤，亮相品牌于东京举办的高级手工坊系列大秀。 ??,http://weibo.com/5097562275/N3jcPrII6,2023-06-01 18:26:22,金V,原创,7348,9752391,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,#王一博[超话]# 亮相东京街头，身穿格纹软尼外套带来一组漫步大片，一个月内连续亮相CHANEL早春秀+高级手工坊大秀，实宠品牌大使[耶] ??,时尚封面杂志贴,2941358781,4907808284214190,#王一博[超话]# 亮相东京街头，身穿格纹软尼外套带来一组漫步大片，一个月内连续亮相CHANEL早春秀+高级手工坊大秀，实宠品牌大使[耶] ??,http://weibo.com/2941358781/N3h80hGiO,2023-06-01 13:09:00,橙V,原创,7177,1236367,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"#JENNIE[超话]# ?? #JENNIE CHANEL# 
【视频】230601 香奈儿高级手工坊东京秀后PARTY@jennierubyjane 相关视频一则｜完整近拍 珍藏??

1??Fly me to the moon 
2??Killing me softly with his song 
3?? You and me

cr.Clarievia 
禁二改商用转载请注明出处

??官方：jennierubyjane  
??个人：lesyeuxdenini  
??个人YT：Jennierubyjane Official",JENNIE_JNB,5933674216,4907919814954890,"#JENNIE[超话]# ?? #JENNIE CHANEL# 
【视频】230601 香奈儿高级手工坊东京秀后PARTY@jennierubyjane 相关视频一则｜完整近拍 珍藏??

1??Fly me to the moon 
2??Killing me softly with his song 
3?? You and me

cr.Clarievia 
禁二改商用转载请注明出处

??官方：jennierubyjane  
??个人：lesyeuxdenini  
??个人YT：Jennierubyjane Official",http://weibo.com/5933674216/N3k1TkMZA,2023-06-01 20:32:11,金V,原创,7003,1008536,正面,线下活动,
成衣_香奈儿Chanel_高级手工坊系列,CHANEL 2022/23 高级手工坊东京大秀，王一博身着品牌秋冬系列风衣、佩戴 J12 CYBERNETIC 腕表亮相。山茶花刺绣相当特别，是细节里的精妙点缀～ ??,Fashion_BangZ,2294233591,4907942137302180,CHANEL 2022/23 高级手工坊东京大秀，王一博身着品牌秋冬系列风衣、佩戴 J12 CYBERNETIC 腕表亮相。山茶花刺绣相当特别，是细节里的精妙点缀～ ??,http://weibo.com/2294233591/N3kBTuDD6,2023-06-01 22:00:53,橙V,原创,6779,4256983,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"王一博    ×    CHANEL Fashion Show in 2023

今年随着 CHANEL 环球旅行的第三站 ，北美 、东亚之后首次来到欧洲 ，带来精彩 、多变的造型呈现 ，接下来就期待期待国内大秀的亮相啦 [ok]

1?? 2024 春夏高级成衣系列大秀 —— 巴黎
2?? 2022/23 高级手工坊系列复刻大秀 —— 东京
3?? 2023/24 早春度假系列大秀 —— 洛杉矶",HauteCouture_Style,7727992005,4952884476380765,"王一博    ×    CHANEL Fashion Show in 2023

今年随着 CHANEL 环球旅行的第三站 ，北美 、东亚之后首次来到欧洲 ，带来精彩 、多变的造型呈现 ，接下来就期待期待国内大秀的亮相啦 [ok]

1?? 2024 春夏高级成衣系列大秀 —— 巴黎
2?? 2022/23 高级手工坊系列复刻大秀 —— 东京
3?? 2023/24 早春度假系列大秀 —— 洛杉矶",http://weibo.com/7727992005/NmbLxqLVz,2023-10-03 22:25:42,金V,原创,6735,444287,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,这一季跟随香奈儿来到英国曼彻斯特这座音乐之城??这里激发各种创作的力量，最新#香奈儿高级手工坊#系列，维吉妮·维娅再次为经典斜纹软呢注入活力和流行气息，用很多闪亮的波普色彩来演绎套装，我最爱正红与锈红色！还有翠绿色的配饰搭配非常女人味的套装，平底玛丽珍鞋等等~ 整个系列非常感性，率真，非常英国！,i周迅,2131819280,4976730865927247,这一季跟随香奈儿来到英国曼彻斯特这座音乐之城??这里激发各种创作的力量，最新#香奈儿高级手工坊#系列，维吉妮·维娅再次为经典斜纹软呢注入活力和流行气息，用很多闪亮的波普色彩来演绎套装，我最爱正红与锈红色！还有翠绿色的配饰搭配非常女人味的套装，平底玛丽珍鞋等等~ 整个系列非常感性，率真，非常英国！,http://weibo.com/2131819280/Nwc7soRWL,2023-12-08 17:42:44,蓝V,原创,5675,6732532,正面,理念传递,
成衣_香奈儿Chanel_高级手工坊系列,"单独放一个澄清：
香奈儿大秀张子枫和王一博裤子并不是同款。

王一博穿的裤子是一年发布一季的Métiers d’art康朋街31号高级手工坊系列。 ???",窝窝头超好吃的,6817594578,4953647852555348,"单独放一个澄清：
香奈儿大秀张子枫和王一博裤子并不是同款。

王一博穿的裤子是一年发布一季的Métiers d’art康朋街31号高级手工坊系列。 ???",http://weibo.com/6817594578/NmvCNaILi,2023-10-06 00:59:05,金V,原创,5520,417696,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"??盘点一下事业批王一博近一个月的行程
??5.23出席中国电影华表奖颁奖典礼
??5.27出席纯甄见面会
??6.1出席CHANEL 2022/23高级手工坊系列东京发布会
??6.8出席2023抖y电影奇遇夜
??6.10出席2023微博电影之夜并获得年度关注演员荣誉
??6.16出席第20届电影频道传媒关注单元闭幕仪式并获得最受媒体关注男主角荣誉
??6.17出席上海国际电影节闭幕式并宣传电影《热烈》
??6.21出席Moncler 上海恒隆旗舰店开业庆典
??6.29出席#2023湾区升明月大湾区电影音乐晚会# 并演唱电影金曲《无名》

哥哥真的空中飞人，事业粉狠狠幸福了[努力] 
#王一博出发香港#",王一博奶瓶管家,5635814416,4917968146532815,"??盘点一下事业批王一博近一个月的行程
??5.23出席中国电影华表奖颁奖典礼
??5.27出席纯甄见面会
??6.1出席CHANEL 2022/23高级手工坊系列东京发布会
??6.8出席2023抖y电影奇遇夜
??6.10出席2023微博电影之夜并获得年度关注演员荣誉
??6.16出席第20届电影频道传媒关注单元闭幕仪式并获得最受媒体关注男主角荣誉
??6.17出席上海国际电影节闭幕式并宣传电影《热烈》
??6.21出席Moncler 上海恒隆旗舰店开业庆典
??6.29出席#2023湾区升明月大湾区电影音乐晚会# 并演唱电影金曲《无名》

哥哥真的空中飞人，事业粉狠狠幸福了[努力] 
#王一博出发香港#",http://weibo.com/5635814416/N7xqSrptZ,2023-06-29 14:00:40,金V,原创,5479,498306,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"#香奈儿高级手工坊系列# CHANEL 2024早秋高级手工坊系列：当著名的工业城市曼彻斯特（英国）遇上以精致率性著称的Chanel会发生怎样的化学反应，这一季给出了一个挺惊喜的答案。Virginie Viard手工坊系列一直做得不错，这次也稳定发挥，工艺非凡，设计也可圈可点。绚丽多彩且饱和度恰到好处，一贯的粗花呢套装也在廓形、剪裁、配色上做出了各种花样。既然是稳定发挥，那么Virginie让人迷惑的纹样自然也是有的，但所幸占比很低，配色也够和谐。

从Chanel品牌历史查起，便不难发现与曼彻斯特的联系，Coco Chanel女士正是在曼彻斯特郊外与威斯敏斯特公爵度假时爱上并开发了粗花呢，从此这种面料便开始了征服时尚界的旅程。那么这一季大量使用粗花呢面料便是顺理成章了，纹路、配色与混纺材质上都有了赏心悦目的更新，设计上也添加了花边、流苏、珍珠等各种活泼的细节。

同时Chanel也提取了曼彻斯特的工人阶级、气候、足球、音乐等方面的标志性单品、色彩，以及过往那段历史作为本季的组成元素，揉杂进这个系列。工作服一般的外套；额前打湿的刘海般的头饰；学院风格纹；报童帽、披头士帽增添英伦气息；曼联标志性色彩染在卫衣上；黑胶唱片叠在胸前……当然还有曼彻斯特甚至英国的标志性穿搭——温暖上衣配短打下装（英国人真的很爱羽绒服配短裤），对于抗冻的英国人来说这种搭配也算合理且时髦的写实了。

复古调性不断增强，领口的流苏荷叶边、领口袖口的毛边、漆皮大衣或是套装（仔细看上面还有雨水的痕迹）、色彩艳丽的格纹，松松描绘出不同年代下曼彻斯特的时髦女孩形象。收尾的几条小短裙各有心思，缀满黑色亮片的面料闪着细碎光芒，像是下过雨反射光线的柏油路，托举着上面的花朵、唱片和国旗。这个系列，你们喜欢吗？[哇]",AnaCoppla,1279112843,4977027356034492,"#香奈儿高级手工坊系列# CHANEL 2024早秋高级手工坊系列：当著名的工业城市曼彻斯特（英国）遇上以精致率性著称的Chanel会发生怎样的化学反应，这一季给出了一个挺惊喜的答案。Virginie Viard手工坊系列一直做得不错，这次也稳定发挥，工艺非凡，设计也可圈可点。绚丽多彩且饱和度恰到好处，一贯的粗花呢套装也在廓形、剪裁、配色上做出了各种花样。既然是稳定发挥，那么Virginie让人迷惑的纹样自然也是有的，但所幸占比很低，配色也够和谐。

从Chanel品牌历史查起，便不难发现与曼彻斯特的联系，Coco Chanel女士正是在曼彻斯特郊外与威斯敏斯特公爵度假时爱上并开发了粗花呢，从此这种面料便开始了征服时尚界的旅程。那么这一季大量使用粗花呢面料便是顺理成章了，纹路、配色与混纺材质上都有了赏心悦目的更新，设计上也添加了花边、流苏、珍珠等各种活泼的细节。

同时Chanel也提取了曼彻斯特的工人阶级、气候、足球、音乐等方面的标志性单品、色彩，以及过往那段历史作为本季的组成元素，揉杂进这个系列。工作服一般的外套；额前打湿的刘海般的头饰；学院风格纹；报童帽、披头士帽增添英伦气息；曼联标志性色彩染在卫衣上；黑胶唱片叠在胸前……当然还有曼彻斯特甚至英国的标志性穿搭——温暖上衣配短打下装（英国人真的很爱羽绒服配短裤），对于抗冻的英国人来说这种搭配也算合理且时髦的写实了。

复古调性不断增强，领口的流苏荷叶边、领口袖口的毛边、漆皮大衣或是套装（仔细看上面还有雨水的痕迹）、色彩艳丽的格纹，松松描绘出不同年代下曼彻斯特的时髦女孩形象。收尾的几条小短裙各有心思，缀满黑色亮片的面料闪着细碎光芒，像是下过雨反射光线的柏油路，托举着上面的花朵、唱片和国旗。这个系列，你们喜欢吗？[哇]",http://weibo.com/1279112843/NwjPFpjQw,2023-12-09 13:20:53,金V,原创,5229,4407079,正面,理念传递,
成衣_香奈儿Chanel_高级手工坊系列,"王一博｜CHANEL Métiers d'Art 2023 in Tokyo

来自VOGUE China独家，CHANEL品牌形象大使王一博身着品牌2023秋冬高级成衣系列山茶花刺绣大衣，搭配项链、腰带与运动鞋，佩戴J12 CYBERNETIC腕表，亮相CHANEL 2022/23“香奈儿-达喀尔”高级手工坊系列东京发布会。

#王一博东京街头漫步随拍# ??",小黑一郎blackboard,5618585630,4907869751743542,"王一博｜CHANEL Métiers d'Art 2023 in Tokyo

来自VOGUE China独家，CHANEL品牌形象大使王一博身着品牌2023秋冬高级成衣系列山茶花刺绣大衣，搭配项链、腰带与运动鞋，佩戴J12 CYBERNETIC腕表，亮相CHANEL 2022/23“香奈儿-达喀尔”高级手工坊系列东京发布会。

#王一博东京街头漫步随拍# ??",http://weibo.com/5618585630/N3iJ97jzE,2023-06-01 17:13:15,橙V,原创,5046,393167,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,这次香奶奶日本秀国内就博哥一个大使受邀[耶]仅仅一个月之内连续亮相香奈儿早春秀+高级手工坊大秀，国内大使首穿2023/24秋冬超超季！就像顶级珠宝系列王一博是中国艺人首带，香是能给王一博的待遇排面全部给足！她超爱 #王一博东京街头漫步随拍#,专盯王老师Diary,5215943242,4907817138392042,这次香奶奶日本秀国内就博哥一个大使受邀[耶]仅仅一个月之内连续亮相香奈儿早春秀+高级手工坊大秀，国内大使首穿2023/24秋冬超超季！就像顶级珠宝系列王一博是中国艺人首带，香是能给王一博的待遇排面全部给足！她超爱 #王一博东京街头漫步随拍#,http://weibo.com/5215943242/N3hmhzd9w,2023-06-01 13:44:11,金V,原创,4828,107925,正面,明星穿搭,
成衣_香奈儿Chanel_高级手工坊系列,"#王一博时尚科普# ?? #王一博香奈儿品牌形象大使# 
??20230601 CHANEL 2022/23高级手工坊系列东京发布会

??外套：CHANEL FALL-WINTER 2023/24｜@香奈儿CHANEL 
??手表：CHANEL J12 CYBERNETIC WATCH｜@香奈儿CHANEL 
??首饰：CHANEL FALL-WINTER 2023/24｜@香奈儿CHANEL 
??裤子：Junva Watanabe
??皮带：CHANEL SPRING-SUMMER 2023 PRE-COLLECTION｜@香奈儿CHANEL 
??鞋履：CHANEL｜@香奈儿CHANEL 

//Photo from @UNIQ-王一博 yibo.w_85 @YIBO-OFFICIAL
@UNIQ-王一博 ???",Wardrobe·王一博同款博,6455841204,4907901225014705,"#王一博时尚科普# ?? #王一博香奈儿品牌形象大使# 
??20230601 CHANEL 2022/23高级手工坊系列东京发布会

??外套：CHANEL FALL-WINTER 2023/24｜@香奈儿CHANEL 
??手表：CHANEL J12 CYBERNETIC WATCH｜@香奈儿CHANEL 
??首饰：CHANEL FALL-WINTER 2023/24｜@香奈儿CHANEL 
??裤子：Junva Watanabe
??皮带：CHANEL SPRING-SUMMER 2023 PRE-COLLECTION｜@香奈儿CHANEL 
??鞋履：CHANEL｜@香奈儿CHANEL 

//Photo from @UNIQ-王一博 yibo.w_85 @YIBO-OFFICIAL
@UNIQ-王一博 ???",http://weibo.com/6455841204/N3jxUl2yl,2023-06-01 19:18:19,金V,原创,4765,632439,正面,线下活动,
